Epoch    1  Cost: 0.173419
Epoch   10  Cost: 0.004005
Epoch   20  Cost: 0.001783
Epoch   30  Cost: 0.001119
Epoch   40  Cost: 0.000808
Epoch   50  Cost: 0.000629
Epoch   60  Cost: 0.000514
Epoch   70  Cost: 0.000433
Epoch   80  Cost: 0.000374
Epoch   90  Cost: 0.000329
Epoch  100  Cost: 0.000293
Epoch  110  Cost: 0.000264
Epoch  120  Cost: 0.000240
Epoch  130  Cost: 0.000220
Epoch  140  Cost: 0.000204
Epoch  150  Cost: 0.000189
Epoch  160  Cost: 0.000176
Epoch  170  Cost: 0.000165
Epoch  180  Cost: 0.000155
Epoch  190  Cost: 0.000147
Epoch  200  Cost: 0.000139
Epoch  210  Cost: 0.000132
Epoch  220  Cost: 0.000125
Epoch  230  Cost: 0.000120
Epoch  240  Cost: 0.000114
Epoch  250  Cost: 0.000109
Epoch  260  Cost: 0.000105
Epoch  270  Cost: 0.000101
Epoch  280  Cost: 0.000097
Epoch  290  Cost: 0.000094
Epoch  300  Cost: 0.000090
Epoch  310  Cost: 0.000087
Epoch  320  Cost: 0.000084
Epoch  330  Cost: 0.000082
Epoch  340  Cost: 0.000079
Epoch  350  Cost: 0.000077
Epoch  360  Cost: 0.000074
Epoch  370  Cost: 0.000072
Epoch  380  Cost: 0.000070
Epoch  390  Cost: 0.000068
Epoch  400  Cost: 0.000067
Epoch  410  Cost: 0.000065
Epoch  420  Cost: 0.000063
Epoch  430  Cost: 0.000062
Epoch  440  Cost: 0.000060
...
Epoch 1970  Cost: 0.000013
Epoch 1980  Cost: 0.000013
Epoch 1990  Cost: 0.000012
Epoch 2000  Cost: 0.000012
Output is truncated. View as a scrollable element or open in a text editor. Adjust cell output settings...
